United States,0.366880401449679,,0,0.352662391971006,0.416504042375244
Germany,0.046557011430165,1,0.046557011430165,,
Canada,0.038751045441874,,0,,
United Kingdom,0.036520769445219,1,0.036520769445219,,
France,0.025090604962364,1,0.025090604962364,,
Spain,0.024533035963201,1,0.024533035963201,,
Italy,0.020908837468637,1,0.020908837468637,,
Poland,0.01979369947031,1,0.01979369947031,,
"Korea, Republic of",0.0183997769724,,0,,
Netherlands,0.018120992472819,1,0.018120992472819,,
China,0.018120992472819,,0,,
Belgium,0.017842207973237,1,0.017842207973237,,
Japan,0.016169500975746,,0,,
Hungary,0.015611931976582,1,0.015611931976582,,
Russian Federation,0.015054362977419,,0,,
Australia,0.014775578477837,,0,,
Sweden,0.013939224979091,1,0.013939224979091,,
India,0.013381655979928,,0,,
Austria,0.012824086980764,1,0.012824086980764,,
Czech Republic,0.011151379983273,1,0.011151379983273,,
Mexico,0.010872595483691,,0,,
Switzerland,0.010593810984109,1,0.010593810984109,,
Israel,0.010593810984109,,0,,
Turkey,0.010593810984109,,0,,
South Africa,0.010036241984946,,0,,
Denmark,0.009757457485364,1,0.009757457485364,,
Brazil,0.0091998884862,,0,,
Argentina,0.008642319487037,,0,,
Taiwan,0.008363534987455,,0,,
Greece,0.008084750487873,1,0.008084750487873,,
Finland,0.008084750487873,1,0.008084750487873,,
Puerto Rico,0.007248396989127,,0,,
Thailand,0.007248396989127,,0,,
Slovakia,0.006690827989964,1,0.006690827989964,,
Bulgaria,0.006412043490382,1,0.006412043490382,,
Norway,0.0061332589908,1,0.0061332589908,,
Romania,0.005854474491218,1,0.005854474491218,,
Ukraine,0.005854474491218,,0,,
Czechia,0.005575689991636,1,0.005575689991636,,
Hong Kong,0.005575689991636,,0,,
Philippines,0.004460551993309,,0,,
Portugal,0.004181767493727,1,0.004181767493727,,
Malaysia,0.004181767493727,,0,,
Chile,0.003902982994146,,0,,
Colombia,0.003902982994146,,0,,
Singapore,0.003902982994146,,0,,
Slovenia,0.003624198494564,1,0.003624198494564,,
Ireland,0.002787844995818,1,0.002787844995818,,
Croatia,0.002509060496236,1,0.002509060496236,,
Lithuania,0.002509060496236,1,0.002509060496236,,
Serbia,0.002509060496236,1,0.002509060496236,,
Guatemala,0.002230275996655,,0,,
Peru,0.001951491497073,,0,,
Latvia,0.001951491497073,1,0.001951491497073,,
"Iran, Islamic Republic of",0.001951491497073,,0,,
New Zealand,0.001951491497073,,0,,
Estonia,0.001951491497073,1,0.001951491497073,,
Indonesia,0.001672706997491,,0,,
Panama,0.001393922497909,,0,,
Egypt,0.001115137998327,,0,,
Costa Rica,0.001115137998327,,0,,
Belarus,0.001115137998327,,0,,
Lebanon,0.001115137998327,,0,,
Algeria,0.001115137998327,,0,,
United Arab Emirates,0.001115137998327,,0,,
Venezuela,0.001115137998327,,0,,
"Macedonia, The Former Yugoslav Republic of",0.001115137998327,,0,,
Saudi Arabia,0.001115137998327,,0,,
Jordan,0.000836353498745,,0,,
Vietnam,0.000557568999164,,0,,
Georgia,0.000557568999164,,0,,
North Macedonia,0.000557568999164,,0,,
Luxembourg,0.000557568999164,1,0.000557568999164,,
Tunisia,0.000557568999164,,0,,
Malawi,0.000557568999164,,0,,
Sri Lanka,0.000557568999164,,0,,
Senegal,0.000278784499582,,0,,
Cameroon,0.000278784499582,,0,,
Bangladesh,0.000278784499582,,0,,
Paraguay,0.000278784499582,,0,,
Uganda,0.000278784499582,,0,,
Armenia,0.000278784499582,,0,,
Uruguay,0.000278784499582,,0,,
Rwanda,0.000278784499582,,0,,
Iceland,0.000278784499582,,0,,
Pakistan,0.000278784499582,,0,,
Nigeria,0.000278784499582,,0,,
Morocco,0.000278784499582,,0,,
"Moldova, Republic of",0.000278784499582,,0,,
Côte D'Ivoire,0.000278784499582,,0,,
Dominican Republic,0.000278784499582,,0,,
Ecuador,0.000278784499582,,0,,
El Salvador,0.000278784499582,,0,,
Former Serbia and Montenegro,0.000278784499582,,0,,
Kuwait,0.000278784499582,,0,,
Gabon,0.000278784499582,,0,,
Nepal,0.000278784499582,,0,,
