node,total_count,file_count,unique_per_file,level,avg_per_file,pct_files
./required_header/download_date,1000,1000,True,2,1.0,1.0
./required_header/link_text,1000,1000,True,2,1.0,1.0
./required_header/url,1000,1000,True,2,1.0,1.0
./id_info/org_study_id,999,999,True,2,1.0,0.999
./id_info/nct_id,1000,1000,True,2,1.0,1.0
./brief_title,1000,1000,True,1,1.0,1.0
./official_title,965,965,True,1,1.0,0.965
./sponsors/lead_sponsor/agency,1000,1000,True,3,1.0,1.0
./sponsors/lead_sponsor/agency_class,1000,1000,True,3,1.0,1.0
./sponsors/collaborator/agency,602,348,False,3,1.7298850574712643,0.348
./sponsors/collaborator/agency_class,602,348,False,3,1.7298850574712643,0.348
./source,1000,1000,True,1,1.0,1.0
./oversight_info/has_dmc,801,801,True,2,1.0,0.801
./oversight_info/is_fda_regulated_drug,293,293,True,2,1.0,0.293
./oversight_info/is_fda_regulated_device,293,293,True,2,1.0,0.293
./brief_summary/textblock,1000,1000,True,2,1.0,1.0
./overall_status,1000,1000,True,1,1.0,1.0
./start_date,990,990,True,1,1.0,0.99
./completion_date,937,937,True,1,1.0,0.937
./primary_completion_date,940,940,True,1,1.0,0.94
./study_type,1000,1000,True,1,1.0,1.0
./has_expanded_access,990,990,True,1,1.0,0.99
./study_design_info/observational_model,189,189,True,2,1.0,0.189
./study_design_info/time_perspective,195,195,True,2,1.0,0.195
./primary_outcome/measure,1578,957,False,2,1.6489028213166144,0.957
./primary_outcome/time_frame,1503,915,False,2,1.6426229508196721,0.915
./primary_outcome/description,1040,615,False,2,1.6910569105691058,0.615
./secondary_outcome/measure,3572,738,False,2,4.840108401084011,0.738
./secondary_outcome/time_frame,3474,707,False,2,4.9137199434229135,0.707
./secondary_outcome/description,2359,491,False,2,4.8044806517311605,0.491
./enrollment,985,985,True,1,1.0,0.985
./condition,1663,1000,False,1,1.663,1.0
./intervention/intervention_type,1692,890,False,2,1.901123595505618,0.89
./intervention/intervention_name,1692,890,False,2,1.901123595505618,0.89
./intervention/description,1439,742,False,2,1.9393530997304582,0.742
./eligibility/study_pop/textblock,191,191,True,3,1.0,0.191
./eligibility/sampling_method,191,191,True,2,1.0,0.191
./eligibility/criteria/textblock,1000,1000,True,3,1.0,1.0
./eligibility/gender,1000,1000,True,2,1.0,1.0
./eligibility/minimum_age,1000,1000,True,2,1.0,1.0
./eligibility/maximum_age,1000,1000,True,2,1.0,1.0
./eligibility/healthy_volunteers,984,984,True,2,1.0,0.984
./overall_official/last_name,1029,818,False,2,1.2579462102689487,0.818
./overall_official/role,1028,817,False,2,1.2582619339045287,0.817
./overall_official/affiliation,1025,814,False,2,1.259213759213759,0.814
./overall_contact/last_name,266,266,True,2,1.0,0.266
./overall_contact/phone,260,260,True,2,1.0,0.26
./overall_contact/email,260,260,True,2,1.0,0.26
./location/facility/name,6612,866,False,3,7.635103926096997,0.866
./location/facility/address/city,6959,890,False,4,7.819101123595505,0.89
./location/facility/address/zip,4105,752,False,4,5.4587765957446805,0.752
./location/facility/address/country,6959,890,False,4,7.819101123595505,0.89
./location/status,1048,261,False,2,4.015325670498084,0.261
./location/contact/last_name,698,234,False,3,2.982905982905983,0.234
./location/contact/phone,360,192,False,3,1.875,0.192
./location/contact/email,331,191,False,3,1.7329842931937174,0.191
./location/contact_backup/last_name,85,70,False,3,1.2142857142857142,0.07
./location/contact_backup/phone,74,63,False,3,1.1746031746031746,0.063
./location/contact_backup/email,77,64,False,3,1.203125,0.064
./location_countries/country,1441,890,False,2,1.6191011235955055,0.89
./verification_date,1000,1000,True,1,1.0,1.0
./study_first_submitted,1000,1000,True,1,1.0,1.0
./study_first_submitted_qc,1000,1000,True,1,1.0,1.0
./study_first_posted,1000,1000,True,1,1.0,1.0
./last_update_submitted,1000,1000,True,1,1.0,1.0
./last_update_submitted_qc,1000,1000,True,1,1.0,1.0
./last_update_posted,1000,1000,True,1,1.0,1.0
./responsible_party/responsible_party_type,858,858,True,2,1.0,0.858
./keyword,2837,669,False,1,4.240657698056801,0.669
./condition_browse/mesh_term,1779,841,False,2,2.1153388822829964,0.841
./id_info/secondary_id,402,262,False,2,1.534351145038168,0.262
./phase,796,796,True,1,1.0,0.796
./study_design_info/allocation,592,592,True,2,1.0,0.592
./study_design_info/intervention_model,775,775,True,2,1.0,0.775
./study_design_info/primary_purpose,778,778,True,2,1.0,0.778
./study_design_info/masking,779,779,True,2,1.0,0.779
./number_of_arms,717,717,True,1,1.0,0.717
./arm_group/arm_group_label,1703,835,False,2,2.0395209580838323,0.835
./arm_group/arm_group_type,1490,717,False,2,2.078103207810321,0.717
./intervention/arm_group_label,2070,786,False,2,2.633587786259542,0.786
./patient_data/sharing_ipd,287,287,True,2,1.0,0.287
./patient_data/ipd_description,69,69,True,2,1.0,0.069
./detailed_description/textblock,645,645,True,2,1.0,0.645
./biospec_retention,50,50,True,1,1.0,0.05
./biospec_descr/textblock,50,50,True,2,1.0,0.05
./location/facility/address/state,3661,595,False,4,6.152941176470589,0.595
./responsible_party/investigator_affiliation,337,337,True,2,1.0,0.337
./responsible_party/investigator_full_name,337,337,True,2,1.0,0.337
./responsible_party/investigator_title,337,337,True,2,1.0,0.337
./intervention_browse/mesh_term,967,467,False,2,2.0706638115631693,0.467
./acronym,275,275,True,1,1.0,0.275
./arm_group/description,1486,722,False,2,2.0581717451523547,0.722
./intervention/other_name,780,316,False,2,2.4683544303797467,0.316
./removed_countries/country,112,46,False,2,2.4347826086956523,0.046
./why_stopped,76,76,True,1,1.0,0.076
./other_outcome/measure,225,67,False,2,3.3582089552238807,0.067
./other_outcome/time_frame,225,67,False,2,3.3582089552238807,0.067
./other_outcome/description,191,55,False,2,3.4727272727272727,0.055
./results_first_submitted,132,132,True,1,1.0,0.132
./results_first_submitted_qc,132,132,True,1,1.0,0.132
./results_first_posted,132,132,True,1,1.0,0.132
./clinical_results/participant_flow/group_list/group/title,329,132,False,5,2.492424242424242,0.132
./clinical_results/participant_flow/group_list/group/description,326,130,False,5,2.5076923076923077,0.13
./clinical_results/participant_flow/period_list/period/title,148,132,False,5,1.121212121212121,0.132
./clinical_results/participant_flow/period_list/period/milestone_list/milestone/title,481,132,False,7,3.643939393939394,0.132
./clinical_results/participant_flow/period_list/period/milestone_list/milestone/participants_list/participants,1221,132,False,8,9.25,0.132
./clinical_results/baseline/group_list/group/title,401,132,False,5,3.037878787878788,0.132
./clinical_results/baseline/group_list/group/description,398,131,False,5,3.0381679389312977,0.131
./clinical_results/baseline/analyzed_list/analyzed/units,132,132,True,5,1.0,0.132
./clinical_results/baseline/analyzed_list/analyzed/scope,132,132,True,5,1.0,0.132
./clinical_results/baseline/analyzed_list/analyzed/count_list/count,401,132,False,6,3.037878787878788,0.132
./clinical_results/baseline/measure_list/measure/title,528,132,False,5,4.0,0.132
./clinical_results/baseline/measure_list/measure/units,528,132,False,5,4.0,0.132
./clinical_results/baseline/measure_list/measure/param,528,132,False,5,4.0,0.132
./clinical_results/baseline/measure_list/measure/dispersion,178,118,False,5,1.5084745762711864,0.118
./clinical_results/baseline/measure_list/measure/class_list/class/category_list/category/measurement_list/measurement,3410,132,False,10,25.833333333333332,0.132
./clinical_results/baseline/measure_list/measure/class_list/class/category_list/category/title,601,127,False,9,4.732283464566929,0.127
./clinical_results/baseline/measure_list/measure/class_list/class/title,351,96,False,7,3.65625,0.096
./clinical_results/outcome_list/outcome/type,1026,132,False,4,7.7727272727272725,0.132
./clinical_results/outcome_list/outcome/title,1026,132,False,4,7.7727272727272725,0.132
./clinical_results/outcome_list/outcome/time_frame,1026,132,False,4,7.7727272727272725,0.132
./clinical_results/outcome_list/outcome/group_list/group/title,2696,132,False,6,20.424242424242426,0.132
./clinical_results/outcome_list/outcome/group_list/group/description,2664,130,False,6,20.49230769230769,0.13
./clinical_results/outcome_list/outcome/measure/title,986,132,False,5,7.46969696969697,0.132
./clinical_results/outcome_list/outcome/measure/units,933,130,False,5,7.176923076923077,0.13
./clinical_results/outcome_list/outcome/measure/param,934,130,False,5,7.184615384615385,0.13
./clinical_results/outcome_list/outcome/measure/analyzed_list/analyzed/units,996,132,False,7,7.545454545454546,0.132
./clinical_results/outcome_list/outcome/measure/analyzed_list/analyzed/scope,996,132,False,7,7.545454545454546,0.132
./clinical_results/outcome_list/outcome/measure/analyzed_list/analyzed/count_list/count,2712,132,False,8,20.545454545454547,0.132
./clinical_results/outcome_list/outcome/measure/class_list/class/category_list/category/measurement_list/measurement,7905,128,False,10,61.7578125,0.128
./clinical_results/outcome_list/outcome/description,916,128,False,4,7.15625,0.128
./clinical_results/outcome_list/outcome/population,822,110,False,4,7.472727272727273,0.11
